sentence1,true_label
It is assumed that the heteronucleation and growth of SnO2 occur by the slow release of OH? ions and water from Sn (OH)6.,contradiction
This slow surface reactivity on the metal surface thermodynamically and kinetically favor the generation of highly oriented and c-elongated SnO2 nanorods [737].,contradiction
"There are several reports on template, surfactant assisted, and even template free direct synthesis of one-dimensional nanostructures [464,740?742].",contradiction
Zhu et al. [740] reported the synthesis of aligned nanorod and showed the superhydrophobicity and superhydrophilicity of such structures.,contradiction
Cheng et al. [717] reported synthesis of single crystalline cone shaped and self-assembled SnO2 nanostructures by a Poly (acrylic acid) or PAA-assisted solvothermal Process.,contradiction
"It has been shown that without PAA, irregular SnO2 nanostructures are produced.",contradiction
It is believed that the long-chain PAA may direct the aggregation of colloidal particles and control its subsequent crystallization.,contradiction
Liu et al. [743] obtained nanowire like morphology by employing polyethylene glycol (PEG) as structure directing agent.,contradiction
The PEG polymer acts as heterogeneous nucleation sites at the polymer/water interface.,contradiction
"The lower activation energy at the interface and the fact that PEG polymer chain could provide a new sort of organization to metal atoms along the polymer backbone, direct the assembly and one dimensional growth of SnO2 to form belt-like nano-structures [99].",contradiction
Chen et al. [744] synthesize nanopolyhedrons assembled from ultrathin SnO2 nanowires based on the sodiumdodecyl sulfate (SDS)-assisted hydrothermal process.,contradiction
Wang et al. [745] reported a shape specific synthesis of one-dimensional SnO2 nanorods and bipods with uniform aspect ratio through oleyamine-assisted hydrolysis of Sn-alkoxide in the presence of high content oleic acid.,contradiction
A method to synthesize very small SnO2 nanorods ?3.4nm was reported by Cheng et al. [98].,contradiction
"The nanorods are single crystalline in nature with the spacing between adjacent lattice planes is 0.337nm, corresponding to {110} planes of rutile SnO2, which indicates that the preferential growth direction is [001].",contradiction
"In addition, hierarchical structures such as flowers, branched morphology, ring, etc.",contradiction
also obtained through solution synthesis.,contradiction
Jiang et al. [746] obtained hierarchical flower-like SnO2 microstructure via a solvent-induced and surfactant assisted self-assembly technique.,contradiction
"SnO2 micro-ring was produced by An et al. [747], through self-assembly technique.",contradiction
"Surfactant assisted and soft, destructible polymer template mediated technique produces random, mesh like morphologies.",contradiction
Uchiyama et al. [748] describes the preparation of two- and three-dimensionally meshed structures consisting of nanoribbons of 50?300nm wide.,contradiction
The meshed structures could be formed with the continuous growth of the inside branches by supplying a sufficient amount of the raw materials from the matrix of the intermediate state.,contradiction
Fig. 71 shows the microscopic images of such sample.,contradiction
Versatile fabrication process for functional oxides is based on the difference in the stability of Sn (II) and Sn (IV) depending on the pH in an aqueous solution system.,contradiction
Uchiyama et al. [749] showed the solubility diagram (Fig. 72 ) of Sn (IV) and Sn (II) species in water at 25øC.,contradiction
"In this diagram, the initial values of pH of the solvent are given.",contradiction
Rutile-type SnO2 was obtained from the acidic solvents at pH ?0.6?3.3 (Region A).,contradiction
"It is shown that the morphology and crystalline phase depend on the condition of the solutions, the pH and the concentration of the precursor.",contradiction
Jensen et al. [750] employed X-ray total scattering method to identify the mechanisms behind the formation of SnO2 nanoparticle in hydrothermal synthesis.,contradiction
"For many useful applications, such as chemical and biological sensors, storage materials for energy applications and catalytic applications, nanoscale porous structures of SnO2 with a high surface area is very useful.",contradiction
"Various techniques have been employed using surfactant, or templates in order to obtain mesoporous SnO2 [107,112,751?768].",contradiction
Vela?squez et al. [95] synthesized nanoporous SnO2 by self-assembling sol?gel technique.,contradiction
"The synthesis was performed at room temperature by employing Sn (IV) tetra-tert-amyloxide, Sn (OAmt), as the porous SnO2 frame precursor in the presence of the micelles of a cationic surfactant solution of cetyltrimethylammonium bromide (CTAB), which, in turn, directs the SnO2 particle.",contradiction
Li et al. [769] successfully prepared a thermally stable SnO2 mesoporous solid with a mean pore diameter of 3.84nm from a system consisting of Na2 SnO3?3H2O and (CTAB).,contradiction
Severin et al. [770] used amine surfactant and Sn-isopropoxide as precursor to obtain disordered SnO2 powders with nanocrystalline walls.,contradiction
Stucky et al. [771] reported synthesis of two-dimensional hexagonal SnO2 using poly(ethyleneoxide)?poly(propylene oxide)?poly(ethylene oxide) (PEO?PPO?PEO) block copolymers as structure directing agents that was stable to calcination at 400øC.,contradiction
"It is known that charge density matching between the surfactant molecules and the inorganic substrate species is an important factor that influences the formation of organic?inorganic mesophases [95,772].",contradiction
